activation,layers,width,mse,mse_left,mse_right,train_time_sec
relu,8,4,54.28175926208496,16.556516647338867,37.725242614746094,6.613058805465698
relu,8,5,54.28582000732422,16.561077117919922,37.7247428894043,6.775547027587891
relu,8,6,16.325840024277568,16.30519676208496,0.020643262192606926,6.88030219078064
relu,8,7,16.610640734434128,16.5565128326416,0.054127901792526245,7.2689368724823
relu,8,8,21.384981155395508,16.563772201538086,4.821208953857422,6.693926095962524
relu,8,9,16.330352487042546,16.305198669433594,0.025153817608952522,7.030311822891235
relu,8,10,16.348042882978916,16.30519676208496,0.04284612089395523,7.1467061042785645
relu,8,11,16.308953506639227,16.30519676208496,0.0037567445542663336,7.22017502784729
relu,8,12,17.877598881721497,16.305198669433594,1.5724002122879028,7.014545202255249
relu,8,13,16.85318022966385,16.30519676208496,0.5479834675788879,7.113370180130005
relu,8,14,16.307267807191238,16.30519676208496,0.0020710451062768698,7.535048007965088
relu,8,15,16.32539403438568,16.30519676208496,0.020197272300720215,7.787951231002808
relu,8,16,16.476044535636902,16.30519676208496,0.17084777355194092,6.974998712539673
relu,8,17,16.384366124868393,16.30519676208496,0.079169362783432,7.155205965042114
relu,8,18,16.34434951469302,16.30519676208496,0.03915275260806084,6.9952898025512695
relu,8,19,16.409279823303223,16.30519676208496,0.10408306121826172,6.667539119720459
relu,8,20,16.339146185666323,16.30519676208496,0.03394942358136177,6.794615983963013
relu,9,1,28.184245109558105,16.5565128326416,11.627732276916504,6.644790887832642
relu,9,2,28.686683654785156,16.5565128326416,12.130170822143555,7.112059116363525
relu,9,3,54.28137016296387,16.5565128326416,37.724857330322266,6.934199094772339
relu,9,4,28.6370210647583,16.5565128326416,12.0805082321167,6.562919855117798
relu,9,5,54.030385971069336,16.30519676208496,37.725189208984375,6.893884897232056
relu,9,6,54.28177452087402,16.556516647338867,37.725257873535156,6.900063991546631
relu,9,7,16.8975288271904,16.305198669433594,0.5923301577568054,7.152835130691528
relu,9,8,16.57748138345778,16.5565128326416,0.020968550816178322,6.759167194366455
relu,9,9,16.524720817804337,16.30519676208496,0.2195240557193756,6.963291168212891
relu,9,10,16.30945740500465,16.305198669433594,0.004258735571056604,7.1193578243255615
relu,9,11,16.657606929540634,16.30519676208496,0.3524101674556732,7.312110900878906
relu,9,12,16.33728391304612,16.305198669433594,0.03208524361252785,7.184388875961304
relu,9,13,16.330520194023848,16.305198669433594,0.02532152459025383,7.409682989120483
relu,9,14,16.393215723335743,16.305198669433594,0.0880170539021492,7.795253038406372
relu,9,15,16.30684265808668,16.30519676208496,0.0016458960017189384,7.8578269481658936
relu,9,16,16.30812421417795,16.30519676208496,0.002927452092990279,7.173964977264404
relu,9,17,16.705313563346863,16.305194854736328,0.40011870861053467,7.291684865951538
relu,9,18,16.307824582559988,16.30519676208496,0.002627820475026965,7.169934988021851
relu,9,19,16.31576272752136,16.305198669433594,0.01056405808776617,7.1968162059783936
relu,9,20,16.334351502358913,16.30519676208496,0.029154740273952484,7.444601774215698
relu,10,1,54.09568977355957,16.57257652282715,37.52311325073242,7.969264030456543
relu,10,2,52.673892974853516,16.5565185546875,36.117374420166016,8.03646206855774
relu,10,3,54.281633377075195,16.556550979614258,37.72508239746094,8.057298183441162
relu,10,4,53.938859939575195,16.5565242767334,37.3823356628418,7.920910835266113
relu,10,5,18.041252970695496,16.30519676208496,1.7360562086105347,8.167187929153442
relu,10,6,54.030447006225586,16.30519676208496,37.725250244140625,8.711753845214844
relu,10,7,54.281755447387695,16.5565128326416,37.725242614746094,8.361193895339966
relu,10,8,16.944729030132294,16.305198669433594,0.6395303606987,7.790668725967407
relu,10,9,16.3195731760934,16.305198669433594,0.014374506659805775,8.00161600112915
relu,10,10,16.504832312464714,16.305198669433594,0.1996336430311203,8.049012184143066
relu,10,11,16.32022731937468,16.305198669433594,0.015028649941086769,8.284111261367798
relu,10,12,16.65444216877222,16.5565128326416,0.09792933613061905,8.006622791290283
relu,10,13,16.536256790161133,16.305198669433594,0.23105812072753906,8.449033260345459
relu,10,14,16.31303521571681,16.308032989501953,0.005002226214855909,8.624089002609253
relu,10,15,16.349103547632694,16.305198669433594,0.043904878199100494,8.849033832550049
relu,10,16,16.30739374132827,16.305194854736328,0.0021988865919411182,8.129256963729858
relu,10,17,16.310127946548164,16.30519676208496,0.004931184463202953,8.2970449924469
relu,10,18,16.315500881522894,16.305198669433594,0.010302212089300156,8.251955032348633
relu,10,19,16.73612031340599,16.30519676208496,0.43092355132102966,8.509994983673096
relu,10,20,16.403763875365257,16.305198669433594,0.09856520593166351,8.38891315460205
